,ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
26922,234452418,10/04/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 160102A,F,M,18,0,18-24,F,BLACK HISPANIC,986170,217471,40.763592113000065,-73.99307044899997,POINT (-73.99307044899997 40.763592113000065)
26953,235472980,10/25/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,K,75,0,25-44,M,WHITE HISPANIC,1012815,181609,40.66511361200002,-73.89703697799997,POINT (-73.89703697799997 40.66511361200002)
26981,234352983,09/30/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601504,F,S,123,0,25-44,M,BLACK,922878,139403,40.549100502000044,-74.22083703999994,POINT (-74.22083703999994 40.549100502000044)
26987,235025504,10/15/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,K,67,0,<18,M,BLACK,1007912,175409,40.64811043600001,-73.91473191299998,POINT (-73.91473191299998 40.64811043600001)
26994,234893659,10/13/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,B,45,0,25-44,F,WHITE HISPANIC,1026676,244181,40.83680208000004,-73.846679393,POINT (-73.846679393 40.83680208000004)
27009,234945557,10/14/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,B,43,0,25-44,M,WHITE HISPANIC,1020183,239283,40.82338729100008,-73.87017045,POINT (-73.87017045 40.82338729100008)
27012,235914304,11/05/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 160102A,F,Q,103,0,25-44,F,BLACK,1041879,197084,40.707447364000075,-73.79214176799998,POINT (-73.79214176799998 40.707447364000075)
27019,233934890,09/23/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 160102B,F,M,18,0,25-44,M,WHITE,988211,218129,40.765397475000036,-73.98570226399994,POINT (-73.98570226399994 40.765397475000036)
27024,235651161,10/29/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,Q,115,0,45-64,M,BLACK HISPANIC,1018714,214946,40.756594678000056,-73.87560301799994,POINT (-73.87560301799994 40.756594678000056)
27026,234008578,09/24/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601503,F,K,84,0,25-44,M,BLACK HISPANIC,988057,191462,40.69220312900006,-73.98627328599997,POINT (-73.98627328599997 40.69220312900006)
27032,234959682,10/14/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,Q,113,0,18-24,M,BLACK,1046405,187113,40.680048726000045,-73.77590919399995,POINT (-73.77590919399995 40.680048726000045)
27038,236001892,11/07/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601503,F,Q,109,0,25-44,M,WHITE HISPANIC,1032084,216954,40.762043893000055,-73.82732958099997,POINT (-73.82732958099997 40.762043893000055)
27040,235781004,11/01/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,M,6,0,18-24,F,BLACK HISPANIC,985478,205936,40.731931555000074,-73.99557060099994,POINT (-73.99557060099994 40.731931555000074)
27080,235220821,10/20/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,B,40,0,25-44,M,BLACK,1005041,234533,40.810398494000026,-73.92489531099994,POINT (-73.92489531099994 40.810398494000026)
27097,235896606,11/04/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,M,1,0,45-64,F,WHITE HISPANIC,982351,201758,40.720463840000036,-74.00685220399998,POINT (-74.00685220399998 40.720463840000036)
27103,235832638,11/03/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,M,14,0,<18,M,BLACK,985668,213538,40.75279712600008,-73.99488344499997,POINT (-73.99488344499997 40.75279712600008)
27105,234721508,10/08/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,K,75,0,25-44,M,BLACK,1012231,181203,40.66400109700004,-73.89914372799996,POINT (-73.89914372799996 40.66400109700004)
27115,235437086,10/24/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,K,75,0,25-44,M,BLACK,1017119,183909,40.67141166300007,-73.88151172399995,POINT (-73.88151172399995 40.67141166300007)
27144,234277603,09/30/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,Q,105,0,25-44,M,BLACK,1057767,203993,40.726293088000034,-73.73476084899994,POINT (-73.73476084899994 40.726293088000034)
27151,234121336,09/26/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601504,F,B,49,0,45-64,M,BLACK,1028857,246461,40.843049260000036,-73.83878239499995,POINT (-73.83878239499995 40.843049260000036)
27166,235006125,10/15/2021,223.0,"BURGLARY,RESIDENCE,NIGHT",107.0,BURGLARY,PL 1402502,F,B,50,0,25-44,M,BLACK,1008157,265494,40.895369320000036,-73.91352856599997,POINT (-73.91352856599997 40.895369320000036)
27170,235285665,10/21/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,M,33,0,25-44,M,BLACK HISPANIC,1001301,243896,40.836105283000045,-73.93838202299997,POINT (-73.93838202299997 40.836105283000045)
27181,234504895,10/05/2021,223.0,"BURGLARY,RESIDENCE,NIGHT",107.0,BURGLARY,PL 1403002,F,B,42,0,45-64,M,BLACK,1016142,243637,40.83535328100004,-73.88475043899997,POINT (-73.88475043899997 40.83535328100004)
27204,234279782,09/30/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,K,70,0,45-64,M,BLACK,991591,169049,40.63068215900006,-73.97355396999995,POINT (-73.97355396999995 40.63068215900006)
27221,235890121,11/04/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,M,18,0,45-64,M,WHITE HISPANIC,988211,218129,40.765397475000036,-73.98570226399994,POINT (-73.98570226399994 40.765397475000036)
27223,234837731,10/12/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,M,20,0,18-24,M,WHITE HISPANIC,991040,225092,40.784507365000024,-73.97548255699995,POINT (-73.97548255699996 40.78450736500002)
27261,234532794,10/05/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,B,41,0,25-44,M,BLACK,1013880,240034,40.82547196300004,-73.89294073699995,POINT (-73.89294073699995 40.82547196300004)
27266,234024966,09/24/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,B,48,0,<18,F,BLACK HISPANIC,1011811,246833,40.844139945000045,-73.90038861799998,POINT (-73.90038861799998 40.844139945000045)
27268,234939534,10/14/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,Q,107,0,18-24,M,WHITE HISPANIC,1036628,204948,40.72906475000008,-73.81102013199995,POINT (-73.81102013199995 40.72906475000008)
27277,233975185,09/23/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,K,94,0,25-44,M,WHITE,997245,204130,40.726965067000044,-73.95311662899995,POINT (-73.95311662899996 40.726965067000044)
27288,234116999,09/27/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,B,47,0,18-24,M,WHITE HISPANIC,1026486,262591,40.88733281800006,-73.84725001299995,POINT (-73.84725001299995 40.88733281800006)
27295,234302245,09/30/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,M,13,0,25-44,M,WHITE,986691,209691,40.742237852000066,-73.99119251599996,POINT (-73.99119251599996 40.742237852000066)
27297,234452333,10/04/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601503,F,B,40,0,25-44,M,BLACK HISPANIC,1005041,234533,40.810398494000026,-73.92489531099994,POINT (-73.92489531099994 40.810398494000026)
27310,235547719,10/27/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,M,24,0,25-44,M,WHITE HISPANIC,994986,230832,40.80025820600008,-73.96122425899993,POINT (-73.96122425899993 40.80025820600008)
27333,234594433,10/06/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,B,40,0,25-44,M,WHITE HISPANIC,1005041,234533,40.810398494000026,-73.92489531099994,POINT (-73.92489531099994 40.810398494000026)
27340,235383527,10/23/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,M,24,0,25-44,M,WHITE HISPANIC,991600,229372,40.79625436800006,-73.97345569699995,POINT (-73.97345569699996 40.79625436800006)
27347,235808347,11/02/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,K,90,0,25-44,M,BLACK,998016,196598,40.70629036500002,-73.95035033099998,POINT (-73.95035033099998 40.70629036500002)
27349,235557065,10/27/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,Q,102,0,45-64,M,WHITE,1031076,193779,40.69843969400005,-73.83112953899997,POINT (-73.83112953899997 40.69843969400005)
27376,234251807,09/29/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,B,41,0,25-44,F,WHITE HISPANIC,1013086,236614,40.81608766100004,-73.89582435399994,POINT (-73.89582435399994 40.81608766100004)
27382,234970912,10/14/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601502,F,B,52,0,25-44,M,BLACK,1016858,256558,40.870814944000074,-73.88210012199994,POINT (-73.88210012199994 40.870814944000074)
27386,235448510,10/23/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601503,F,M,5,0,25-44,M,WHITE HISPANIC,986522,202977,40.72380961300007,-73.99180465899997,POINT (-73.99180465899997 40.72380961300007)
27396,234991127,10/15/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 160102A,F,B,43,0,18-24,M,BLACK,1022365,239004,40.822612370000044,-73.86228817299997,POINT (-73.86228817299997 40.82261237000005)
27404,235753823,10/31/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,B,45,0,25-44,M,WHITE HISPANIC,1032140,242004,40.83079891400007,-73.82694879599995,POINT (-73.82694879599995 40.83079891400007)
27409,235874635,11/04/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,K,60,0,<18,F,BLACK,990784,149362,40.576645978000045,-73.97648039599994,POINT (-73.97648039599994 40.576645978000045)
27417,234324727,10/01/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,M,14,0,25-44,M,WHITE,987858,213966,40.753971255000074,-73.98697882499994,POINT (-73.98697882499994 40.753971255000074)
27424,234914850,10/13/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,B,46,0,25-44,M,BLACK HISPANIC,1008524,247587,40.846219099000045,-73.91226597899998,POINT (-73.91226597899998 40.846219099000045)
27426,235925466,11/05/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,K,67,0,18-24,M,BLACK,997786,177027,40.652572760000055,-73.951219199,POINT (-73.951219199 40.652572760000055)
27454,235228469,10/20/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,S,120,0,25-44,M,WHITE,962793,174267,40.644981504000036,-74.07732129999994,POINT (-74.07732129999994 40.644981504000036)
27456,234930208,10/14/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,B,44,0,18-24,M,BLACK HISPANIC,1006003,245014,40.83916353800004,-73.92138617299997,POINT (-73.92138617299997 40.83916353800004)
27471,235883354,11/04/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,K,70,0,25-44,M,WHITE,994343,177132,40.65286555500006,-73.96362723099996,POINT (-73.96362723099996 40.65286555500006)
27476,234350308,10/01/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 140200X,F,S,120,0,18-24,M,WHITE HISPANIC,961681,174175,40.644726221000035,-74.08132805899999,POINT (-74.08132805899999 40.644726221000035)
27524,234802392,10/11/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,Q,114,0,45-64,M,WHITE HISPANIC,1007694,219657,40.76956124200007,-73.91536344699995,POINT (-73.91536344699995 40.76956124200007)
27531,234890744,10/13/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,B,48,0,25-44,M,BLACK,1011811,246833,40.844139945000045,-73.90038861799998,POINT (-73.90038861799998 40.844139945000045)
27533,235656603,10/29/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,M,6,0,45-64,F,WHITE,982746,206647,40.73388303300004,-74.00542831099993,POINT (-74.00542831099993 40.73388303300004)
27548,234395982,10/02/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,Q,113,0,45-64,M,BLACK,1043033,184543,40.673017710000074,-73.78808889399994,POINT (-73.78808889399994 40.673017710000074)
27562,234630448,10/07/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 160102A,F,M,18,0,<18,F,BLACK,988211,218129,40.765397475000036,-73.98570226399994,POINT (-73.98570226399994 40.765397475000036)
27566,235173423,10/19/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 160102A,F,M,14,0,25-44,M,BLACK,987817,211442,40.74704352800006,-73.98712814799995,POINT (-73.98712814799995 40.74704352800006)
27573,235093167,10/17/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,B,43,0,<18,F,BLACK,1018703,241414,40.82924217100003,-73.87550694899994,POINT (-73.87550694899994 40.82924217100003)
27587,234251812,09/29/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,K,75,0,25-44,M,BLACK HISPANIC,1017119,183909,40.67141166300007,-73.88151172399995,POINT (-73.88151172399995 40.67141166300007)
27593,234745931,10/09/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,K,77,0,25-44,M,WHITE,1003508,185056,40.67459999000005,-73.93057482199998,POINT (-73.93057482199998 40.67459999000005)
27618,235611759,10/28/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,Q,103,0,<18,M,BLACK,1038927,197178,40.70772410500007,-73.80278841599994,POINT (-73.80278841599994 40.70772410500007)
27652,234624980,10/07/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,K,77,0,45-64,M,BLACK,1003508,185056,40.67459999000005,-73.93057482199998,POINT (-73.93057482199998 40.67459999000005)
27661,234916781,10/13/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,B,46,0,25-44,M,WHITE HISPANIC,1012119,252873,40.860716975000045,-73.89925031699994,POINT (-73.89925031699994 40.86071697500005)
27673,234288932,09/30/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,Q,101,0,25-44,M,BLACK,1053648,159131,40.603190622000064,-73.75008340299998,POINT (-73.75008340299998 40.60319062200006)
27694,235034278,10/15/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,K,67,0,18-24,M,BLACK,1008475,177274,40.65322793300004,-73.91269636099996,POINT (-73.91269636099996 40.65322793300004)
27697,234644364,10/07/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,M,5,0,45-64,M,BLACK,983903,200257,40.71634415200003,-74.00125319299997,POINT (-74.00125319299997 40.71634415200003)
27712,234044815,09/25/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,B,47,0,25-44,M,BLACK,1026486,262591,40.88733281800006,-73.84725001299995,POINT (-73.84725001299995 40.88733281800006)
27725,235189289,10/19/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,M,5,0,45-64,M,WHITE HISPANIC,984984,200116,40.71595711700007,-73.997353676,POINT (-73.997353676 40.71595711700007)
27735,235473087,10/25/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,Q,103,0,25-44,F,BLACK,1041717,197008,40.707239816000026,-73.79272672599996,POINT (-73.79272672599996 40.707239816000026)
27740,234095737,09/26/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,M,17,0,25-44,M,BLACK,990933,210621,40.74478828300005,-73.97588332099998,POINT (-73.97588332099998 40.74478828300005)
27770,234644354,10/07/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,M,5,0,45-64,M,BLACK,983903,200257,40.71634415200003,-74.00125319299997,POINT (-74.00125319299997 40.71634415200003)
27771,234254562,09/29/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,B,47,0,25-44,M,BLACK,1026486,262591,40.88733281800006,-73.84725001299995,POINT (-73.84725001299995 40.88733281800006)
27786,234550250,10/06/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,K,68,0,25-44,M,BLACK,978418,170067,40.63347747500006,-74.02101330899995,POINT (-74.02101330899995 40.63347747500006)
27797,234583180,10/06/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,K,70,0,18-24,M,BLACK,999060,167196,40.62558672700004,-73.94664942399999,POINT (-73.94664942399999 40.62558672700004)
27807,234722318,10/09/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,M,18,0,45-64,M,BLACK,988211,218129,40.765397475000036,-73.98570226399994,POINT (-73.98570226399994 40.765397475000036)
27825,235281420,10/21/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 160102A,F,B,44,0,25-44,M,BLACK,1006537,244511,40.83778161800007,-73.91945797099999,POINT (-73.91945797099999 40.83778161800007)
27865,235317001,10/22/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,Q,102,0,25-44,M,WHITE HISPANIC,1031076,193779,40.69843969400005,-73.83112953899997,POINT (-73.83112953899997 40.69843969400005)
27872,235119579,10/17/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,M,14,0,45-64,M,BLACK,988331,211598,40.747471486000045,-73.98527302699993,POINT (-73.98527302699993 40.747471486000045)
27904,234269753,09/30/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402501,F,Q,101,0,25-44,M,WHITE,1053994,159690,40.60472224100005,-73.74883161299994,POINT (-73.74883161299994 40.60472224100005)
27919,235545556,10/27/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 160102A,F,B,46,0,45-64,M,WHITE HISPANIC,1008177,248984,40.85005439900005,-73.91351518299997,POINT (-73.91351518299997 40.85005439900005)
27944,235193499,10/19/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 160102A,F,K,83,0,45-64,M,BLACK,1007128,193705,40.69833089400004,-73.91749507299994,POINT (-73.91749507299994 40.69833089400004)
27953,235052634,10/16/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,M,33,0,18-24,M,BLACK,1002031,245650,40.84091806300006,-73.93573927899995,POINT (-73.93573927899996 40.84091806300006)
27970,234636762,10/07/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,B,42,0,25-44,M,WHITE HISPANIC,1015437,244318,40.83722494500006,-73.88729499199997,POINT (-73.88729499199997 40.83722494500006)
27978,234195665,09/28/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,K,77,0,45-64,M,WHITE,994507,185552,40.67597640200007,-73.96302338199997,POINT (-73.96302338199997 40.67597640200007)
27987,234495913,10/05/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601503,F,B,40,0,<18,M,BLACK,1005041,234533,40.810398494000026,-73.92489531099994,POINT (-73.92489531099994 40.810398494000026)
28029,235975385,11/07/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,Q,114,0,25-44,F,WHITE,1006512,216503,40.760907385000046,-73.91964116999998,POINT (-73.91964116999998 40.760907385000046)
28035,235611702,10/28/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,K,94,0,45-64,M,BLACK,997245,204130,40.726965067000044,-73.95311662899995,POINT (-73.95311662899996 40.726965067000044)
28043,235199544,10/20/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,M,10,0,25-44,M,BLACK,985640,216275,40.760309498000034,-73.99498394099999,POINT (-73.99498394099999 40.76030949800003)
28060,234158690,09/28/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,K,67,0,45-64,M,BLACK,997897,175677,40.64886713300007,-73.95082189999994,POINT (-73.95082189999994 40.64886713300007)
28068,234192426,09/28/2021,223.0,"BURGLARY,RESIDENCE,NIGHT",107.0,BURGLARY,PL 140251X,F,K,71,0,18-24,M,BLACK,999005,181250,40.66416202000005,-73.94681681999998,POINT (-73.94681681999998 40.66416202000005)
28074,235193514,10/19/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 160102A,F,M,18,0,18-24,F,BLACK,990503,215519,40.758232371000084,-73.97743058499998,POINT (-73.97743058499998 40.758232371000084)
28088,234893681,10/13/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,M,14,0,25-44,M,WHITE,985802,213781,40.753464076000064,-73.99439974299997,POINT (-73.99439974299997 40.75346407600006)
28091,235444954,10/24/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,K,70,0,45-64,M,WHITE,992830,172564,40.640328975000045,-73.96908574899999,POINT (-73.96908574899999 40.640328975000045)
28109,234473454,10/04/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,K,78,0,25-44,M,BLACK,991296,187202,40.680508417000055,-73.97459780599996,POINT (-73.97459780599996 40.680508417000055)
28125,234721515,10/09/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,M,18,0,45-64,M,BLACK,988211,218129,40.765397475000036,-73.98570226399994,POINT (-73.98570226399994 40.765397475000036)
28129,235220826,10/20/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,B,42,0,25-44,M,BLACK,1008754,238896,40.82236418400004,-73.91146641999995,POINT (-73.91146641999995 40.82236418400004)
28137,235952733,11/06/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,M,13,0,45-64,M,BLACK,987048,206851,40.73444264900007,-73.98990537699996,POINT (-73.98990537699996 40.73444264900007)
28170,235007971,10/15/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,Q,113,0,25-44,M,BLACK,1046405,187113,40.680048726000045,-73.77590919399995,POINT (-73.77590919399995 40.680048726000045)
28171,233922827,09/22/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402501,F,K,61,0,45-64,F,WHITE,998038,155622,40.59382012200007,-73.95035473699994,POINT (-73.95035473699994 40.59382012200007)
28176,234504916,10/05/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,M,10,0,25-44,M,BLACK,985179,211729,40.74783194100007,-73.99664864799998,POINT (-73.99664864799998 40.74783194100007)
28182,235169017,10/19/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,B,40,0,18-24,M,WHITE HISPANIC,1005041,234533,40.810398494000026,-73.92489531099994,POINT (-73.92489531099994 40.810398494000026)
28190,234513009,10/05/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,M,13,0,45-64,M,BLACK,988972,207813,40.737082284000046,-73.98296229999994,POINT (-73.98296229999994 40.737082284000046)
28192,234155204,09/28/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,B,48,0,25-44,M,BLACK HISPANIC,1011811,246833,40.844139945000045,-73.90038861799998,POINT (-73.90038861799998 40.844139945000045)
28218,235136093,10/18/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,M,14,0,45-64,M,BLACK,985802,213781,40.753464076000064,-73.99439974299997,POINT (-73.99439974299997 40.75346407600006)
28219,235952732,11/06/2021,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,M,9,0,45-64,M,BLACK,986930,206925,40.73464579700004,-73.99033112999997,POINT (-73.99033112999997 40.73464579700004)
28225,235793507,11/01/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601504,F,Q,109,0,18-24,M,WHITE HISPANIC,1032084,216954,40.762043893000055,-73.82732958099997,POINT (-73.82732958099997 40.762043893000055)
28233,234906596,10/13/2021,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,B,41,0,18-24,M,BLACK,1013880,240034,40.82547196300004,-73.89294073699995,POINT (-73.89294073699995 40.82547196300004)
